Id,Label,modularity_class,indegree,outdegree,degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality
AQUARIUS/DARREN BENT,AQUARIUS/DARREN BENT,3,33,32,65,5,0.387829,0.407526,356.449127,0.055652
CHLOE,CHLOE,7,3,4,7,6,0.325367,0.331959,88.958544,0.006104
"DUFFY, SGT. MIKE","DUFFY, SGT. MIKE",3,2,1,3,6,0.355482,0.368484,0,0.006711
YANO,YANO,7,5,9,14,6,0.356875,0.370402,0,0.003205
DRAGONFLY II/MEIKO Y,DRAGONFLY II/MEIKO Y,7,19,18,37,6,0.358175,0.372534,6244.144261,0.012146
MADAME QWA,MADAME QWA,7,31,22,53,6,0.35868,0.373395,213.499854,0.019877
"AUTHIER, TRACY TRACE","AUTHIER, TRACY TRACE",4,25,28,53,6,0.335036,0.347407,55.084832,0.015925
D.O.A.,D.O.A.,4,35,31,66,6,0.334816,0.347306,290.609809,0.025154
CHIMERA II,CHIMERA II,4,19,25,44,6,0.346259,0.359625,176.856312,0.016117
"AUTHIER, POLICE CHIE","AUTHIER, POLICE CHIE",4,32,32,64,6,0.334503,0.34695,106.618303,0.015421
ELWOOD,ELWOOD,4,22,17,39,6,0.331215,0.341878,0.813862,0.013614
TIMMONS,TIMMONS,4,20,22,42,6,0.332045,0.343204,1.403202,0.012997
TOKEN,TOKEN,4,20,22,42,6,0.332045,0.343204,1.339483,0.013
DIRT NAP,DIRT NAP,4,37,37,74,6,0.354944,0.369968,1148.062331,0.027058
M-PLATE,M-PLATE,4,21,21,42,6,0.331467,0.34248,0.866493,0.013483
"CACHES, PROF. MARINA","CACHES, PROF. MARINA",7,26,17,43,6,0.357189,0.371181,108.072054,0.020786
MASTER ZEI,MASTER ZEI,7,16,15,31,6,0.355731,0.369383,40.936565,0.017344
"WILKS, SHANTAL","WILKS, SHANTAL",7,25,39,64,6,0.36741,0.384664,489.645062,0.023314
EL UNO,EL UNO,7,11,6,17,6,0.357419,0.370771,3.004177,0.012542
"LEWIS, DET. GARON","LEWIS, DET. GARON",7,27,13,40,6,0.358512,0.372588,109.837359,0.021766
GIL,GIL,4,12,2,14,7,0.310271,0.319059,0,0.010026
TORES,TORES,4,12,16,28,6,0.34193,0.353369,10.100161,0.008392
DARIA,DARIA,4,5,19,24,6,0.345181,0.35749,3.060255,0.004012
"LYNN, NORMA","LYNN, NORMA",7,0,19,19,6,0.35581,0.369705,0,0
"RANDEAU, DR.","RANDEAU, DR.",7,13,10,23,6,0.355192,0.368413,8.917116,0.009352
"DILLON, ANITA","DILLON, ANITA",7,7,12,19,6,0.355275,0.368631,0,0.002496
"DILLON, JONATHAN","DILLON, JONATHAN",7,4,15,19,6,0.355648,0.369274,0,0.000712
BLACKHEART,BLACKHEART,2,38,12,50,6,0.378186,0.395535,2024.028247,0.05604
"GILBERT, ROXANNE","GILBERT, ROXANNE",3,16,31,47,5,0.380735,0.399511,85.37477,0.02162
CHANGELING,CHANGELING,4,27,35,62,6,0.389265,0.409144,2575.002898,0.053137
WITNESS II/REMY LEBE,WITNESS II/REMY LEBE,4,15,12,27,6,0.31721,0.32551,1363.187384,0.003187
SCORCH II,SCORCH II,4,22,15,37,6,0.31726,0.325756,976.306317,0.00765
LINK,LINK,4,19,18,37,6,0.317309,0.326002,1391.493032,0.003574
JINX,JINX,4,18,19,37,6,0.317326,0.326084,7615.923917,0.00737
ZCANN,ZCANN,3,36,66,102,5,0.42773,0.448546,2923.015433,0.068121
R'TEE,R'TEE,3,38,71,109,5,0.431788,0.452468,4116.542753,0.06258
NURO,NURO,3,76,36,112,5,0.399725,0.420246,7888.089793,0.14767
FIZ [SKRULL],FIZ [SKRULL],4,64,110,174,5,0.446062,0.466549,7098.027831,0.125756
SPUNJE,SPUNJE,3,47,72,119,5,0.431818,0.45255,4218.483201,0.087429
THUMPER,THUMPER,4,9,11,20,6,0.317194,0.325428,171.593953,0.002565
TRACKER,TRACKER,4,12,8,20,6,0.317128,0.325154,171.676711,0.003156
SEER,SEER,4,10,5,15,7,0.272618,0.279851,0.25,0.002665
NOTE,NOTE,4,8,7,15,7,0.272861,0.280288,0.472222,0.002516
KINLAN KARTH KITH,KINLAN KARTH KITH,4,11,8,19,6,0.317012,0.324977,5.200271,0.00267
ACROBAT/CARL ZANTE,ACROBAT/CARL ZANTE,2,3,5,8,6,0.37094,0.387074,5.642608,0.008785
"BEDFORD, BRAD HULK","BEDFORD, BRAD HULK",6,0,2,2,6,0.341603,0.350566,0,0
"STILWELL, RON","STILWELL, RON",6,2,0,2,0,0,0,0,0.003876
"STRINGER, AMY","STRINGER, AMY",4,0,4,4,6,0.342101,0.353437,0,0
"FULLERTON-SMITH, CAS","FULLERTON-SMITH, CAS",4,4,0,4,0,0,0,0,0.006812
SCRAMBLER,SCRAMBLER,4,60,48,108,6,0.38267,0.402563,378.690284,0.085281
"KRAMER, STACEY","KRAMER, STACEY",4,58,46,104,6,0.392269,0.413133,12938.238266,0.104107
"KRAMER, KENNY","KRAMER, KENNY",4,38,26,64,5,0.376458,0.394628,12482.340312,0.074647
RIPTIDE,RIPTIDE,4,41,45,86,6,0.376854,0.395936,197.80458,0.060763
"MARX, DR.","MARX, DR.",4,5,4,9,6,0.337689,0.347726,0,0.008899
SLYDE,SLYDE,3,39,55,94,6,0.395782,0.416997,2254.798904,0.033383
"RASPUTIN, NIKOLAI","RASPUTIN, NIKOLAI",4,25,12,37,6,0.355006,0.368629,60.561878,0.051102
"RASPUTINA, ALEXANDRA","RASPUTINA, ALEXANDRA",4,21,15,36,6,0.357273,0.371872,59.907636,0.041842
"CHASIN, MAJOR","CHASIN, MAJOR",4,26,17,43,6,0.370355,0.387088,169.384889,0.05676
"COCKRUM, DAVE","COCKRUM, DAVE",4,30,43,73,6,0.385184,0.405031,363.619295,0.049347
HURRICANE III,HURRICANE III,4,29,22,51,6,0.36183,0.377472,230.536554,0.04377
DEADBOLT,DEADBOLT,4,25,23,48,6,0.357734,0.37255,131.510151,0.039482
SPYNE,SPYNE,4,27,24,51,6,0.362993,0.378759,128.391425,0.044396
LIFEFORCE,LIFEFORCE,4,26,26,52,6,0.368497,0.385421,129.418763,0.04329
"GREER, GABRIELLE","GREER, GABRIELLE",7,21,15,36,6,0.323692,0.334008,32252.122812,0.017282
"MOORE, TONI","MOORE, TONI",7,9,2,11,7,0.304341,0.311853,0,0.003339
"PURL, DR. NOAH","PURL, DR. NOAH",7,13,10,23,7,0.31807,0.327506,317.881221,0.002961
"BARRON, RICK","BARRON, RICK",7,8,4,12,7,0.304493,0.312154,1.370305,0.003264
STRONGARM II/ARMSTRO,STRONGARM II/ARMSTRO,7,3,9,12,7,0.314933,0.323869,0.15,0.002251
BARRAGE,BARRAGE,4,28,28,56,6,0.391087,0.410903,199.118108,0.045681
GENESIS/TYLER DAYSPR,GENESIS/TYLER DAYSPR,4,32,32,64,6,0.369234,0.386536,283.921063,0.037678
LIVING ERASER,LIVING ERASER,2,4,4,8,6,0.323229,0.331194,52.462417,0.016085
"WIGGINS, TRACY","WIGGINS, TRACY",7,3,5,8,6,0.330946,0.339624,0,0.002232
BUSHWACKER/CARL,BUSHWACKER/CARL,7,49,30,79,6,0.38064,0.399352,9362.203634,0.059903
MOTH/,MOTH/,2,0,1,1,6,0.344847,0.354984,0,0
"MARTELL, SHIELD AGEN","MARTELL, SHIELD AGEN",3,10,6,16,6,0.33921,0.349637,63.287356,0.01275
FITCH/,FITCH/,4,8,9,17,6,0.340004,0.350044,34.429142,0.008907
CROSS/,CROSS/,4,7,9,16,6,0.340004,0.350044,33.688556,0.007779
MIDAS,MIDAS,3,25,30,55,5,0.389737,0.409466,331.445547,0.040948
SERVITOR,SERVITOR,14,14,16,30,6,0.335331,0.345215,395.783824,0.010129
"STEELE, BOBBY","STEELE, BOBBY",14,56,55,111,6,0.380617,0.400902,3562.972414,0.067972
"PARETSKY, DR. GARY","PARETSKY, DR. GARY",14,39,65,104,6,0.398289,0.420386,1494.362256,0.04959
CLARISSA,CLARISSA,14,12,0,12,0,0,0,0,0.024401
"KOSINSKI, HARLEY","KOSINSKI, HARLEY",14,9,11,20,6,0.33889,0.349369,0.54281,0.015693
"RUIZ, RIGGER","RUIZ, RIGGER",14,93,76,169,6,0.41268,0.435443,7368.554689,0.127795
"RASSITANO, MAD DOG","RASSITANO, MAD DOG",14,78,79,157,6,0.413435,0.436235,6097.713487,0.101136
"JACKSON, ANDREW JOCK","JACKSON, ANDREW JOCK",14,52,65,117,6,0.406167,0.428292,2304.571094,0.06188
"MAJOWSKI, SAM MOTHER","MAJOWSKI, SAM MOTHER",14,36,45,81,6,0.38332,0.403293,1101.911027,0.044082
"CONKLIN, CAPT.","CONKLIN, CAPT.",14,27,19,46,6,0.354366,0.367902,26.416496,0.02818
"FIELSTEIN, FIREWORKS","FIELSTEIN, FIREWORKS",14,59,53,112,6,0.3928,0.41395,2443.974298,0.086344
SENSATIONAL HYDRA/A,SENSATIONAL HYDRA/A,3,21,14,35,5,0.386379,0.404965,204.721068,0.054706
NEUT,NEUT,3,18,15,33,5,0.369278,0.385908,21.455714,0.043162
MADAME MASQUE III,MADAME MASQUE III,3,53,44,97,5,0.394732,0.415309,822.396865,0.091945
MANTIS (SPACE PHANTO,MANTIS (SPACE PHANTO,3,34,30,64,5,0.383223,0.402334,348.063303,0.0668
NELIT,NELIT,3,12,4,16,6,0.337633,0.348278,0,0.036174
TUC,TUC,3,12,22,34,5,0.377063,0.395084,8.147032,0.036014
TOBIAS,TOBIAS,3,32,21,53,6,0.3753,0.39289,243.437262,0.05947
MALACHI,MALACHI,3,34,12,46,6,0.355316,0.369293,76.718605,0.05865
LIBRA III/,LIBRA III/,3,7,3,10,6,0.344071,0.354197,0,0.025858
BENEDICT,BENEDICT,3,19,26,45,5,0.381068,0.399948,149.294735,0.044965
ZA'KEN,ZA'KEN,3,8,7,15,6,0.370355,0.386651,0,0.026491
"CHAR, BRON","CHAR, BRON",3,10,7,17,6,0.358154,0.372159,1094.207468,0.008981
"CHAPMAN, GEN. ULYSSE","CHAPMAN, GEN. ULYSSE",3,3,5,8,6,0.358596,0.372624,3.716894,0.00044
"RANIER, MIKE","RANIER, MIKE",3,8,2,10,6,0.356063,0.369304,0,0.002067
"PATTERSON, JACK","PATTERSON, JACK",3,4,6,10,6,0.356167,0.369659,0,0.001471
EL AGUILA,EL AGUILA,10,17,17,34,6,0.349693,0.361595,178.887506,0.016239
ROUGHHOUSE,ROUGHHOUSE,4,25,27,52,6,0.383561,0.402222,4512.180251,0.034151
BLOODSCREAM,BLOODSCREAM,4,29,30,59,6,0.390911,0.410644,1805.215882,0.026576
"COY, GENERAL NGUYEN","COY, GENERAL NGUYEN",4,50,54,104,6,0.397588,0.418716,6904.005908,0.060353
TAI,TAI,4,17,14,31,6,0.362281,0.376963,130.642039,0.024057
FLUFFY,FLUFFY,7,5,5,10,6,0.353033,0.365475,43.773907,0.00533
SCRIER JR.,SCRIER JR.,7,4,0,4,0,0,0,0,0.007242
HARDCASE/HAROLD HARR,HARDCASE/HAROLD HARR,4,20,30,50,6,0.360099,0.376048,375.045399,0.017514
SHOTGUN/ZEKE SALLING,SHOTGUN/ZEKE SALLING,4,16,10,26,6,0.350034,0.36224,103.746358,0.016552
BATTLEAXE II/JEROME,BATTLEAXE II/JEROME,4,8,18,26,6,0.354119,0.367667,195.329158,0.010394
"HILDEBRANT, DR.","HILDEBRANT, DR.",6,2,2,4,6,0.339116,0.348333,0,0.002019
"THOMAS, BECKY","THOMAS, BECKY",6,1,3,4,6,0.339154,0.348442,0,0.001956
NIGHT RIDER,NIGHT RIDER,3,16,25,41,5,0.394681,0.414344,158.861208,0.04646
"EPSTEIN, PROF. NORA","EPSTEIN, PROF. NORA",7,0,8,8,7,0.306841,0.316201,0,0
"RAVEN, HELEN","RAVEN, HELEN",7,9,1,10,1,1,1,0.125,0.002319
"RAVEN, MATTHEW","RAVEN, MATTHEW",7,7,9,16,7,0.306837,0.316253,4.393073,0.002182
"TYNE, ELIZABETH/JANI","TYNE, ELIZABETH/JANI",7,10,8,18,6,0.31138,0.320957,322.713269,0.004437
"TANNEN, VINCENT","TANNEN, VINCENT",7,5,9,14,7,0.306837,0.316253,1.322816,0.001859
"KENNEDY, LOUISE","KENNEDY, LOUISE",7,8,8,16,7,0.306298,0.315556,138.110197,0.002248
"WHITE, PROFESSOR","WHITE, PROFESSOR",7,9,0,9,0,0,0,0,0.002336
"TANNEN, PAUL","TANNEN, PAUL",7,5,5,10,7,0.267653,0.274415,0,0.001871
AREX,AREX,14,20,18,38,6,0.355751,0.369454,44.704423,0.023543
GLABOO,GLABOO,2,35,42,77,6,0.38045,0.400063,514.604492,0.046514
EELAK,EELAK,2,38,42,80,6,0.375786,0.394761,641.578842,0.053861
"ATOR, GENERAL","ATOR, GENERAL",2,44,32,76,6,0.375323,0.393668,104.337623,0.061156
MARGOYLE,MARGOYLE,2,42,30,72,6,0.375138,0.39334,93.124645,0.060065
ROOTAR,ROOTAR,2,43,32,75,6,0.376691,0.395199,103.28603,0.057424
ARCADIUS,ARCADIUS,2,41,44,85,6,0.378585,0.398027,660.868131,0.047981
PULSSUS,PULSSUS,2,40,33,73,6,0.378279,0.397112,130.312313,0.048758
RISQUE/GLORIA,RISQUE/GLORIA,4,25,25,50,6,0.35544,0.369711,594.008157,0.029018
CRULE,CRULE,4,17,22,39,6,0.344071,0.356329,24.015069,0.015377
ABSALOM,ABSALOM,4,29,21,50,6,0.343412,0.355372,399.958949,0.02472
SAUL,SAUL,4,30,21,51,6,0.350719,0.364961,340.644548,0.021127
EDITOR,EDITOR,2,1,0,1,0,0,0,0,0.002884
DR. SUN,DR. SUN,6,25,17,42,6,0.358828,0.373318,870.531483,0.027677
CR'REEE,CR'REEE,4,92,88,180,6,0.407388,0.43071,1560.966057,0.169887
MAM'SELLE HEPZIBAH,MAM'SELLE HEPZIBAH,4,129,103,232,6,0.413323,0.437364,4440.843858,0.218431
RAZA LONGKNIFE,RAZA LONGKNIFE,4,123,131,254,5,0.436048,0.459239,5608.928439,0.20168
"ZANE, DONOVAN","ZANE, DONOVAN",7,7,10,17,6,0.355233,0.368549,0.265311,0.009824
AVIUS,AVIUS,2,20,13,33,6,0.356542,0.370298,41.417295,0.031651
LEONUS/LIONUS [INHUM,LEONUS/LIONUS [INHUM,2,37,44,81,6,0.379716,0.399202,410.779244,0.054632
PHAE-DOR,PHAE-DOR,2,17,8,25,6,0.342621,0.353645,7.172577,0.024877
ARIDES,ARIDES,2,17,18,35,6,0.352666,0.366279,42.595176,0.022264
CENTARIUS,CENTARIUS,2,15,17,32,6,0.361101,0.375993,14.754891,0.032146
STALLIOR,STALLIOR,2,57,38,95,6,0.384577,0.404326,617.419746,0.095208
AIREO/AEOLUS [INHUMA,AIREO/AEOLUS [INHUMA,2,46,58,104,6,0.389414,0.410381,3007.033421,0.062522
FALCONA [INHUMAN],FALCONA [INHUMAN],2,20,24,44,6,0.368809,0.385612,166.159748,0.025446
EXITAR,EXITAR,14,5,1,6,6,0.343451,0.353809,0,0.008159
"VEGA, ROBIN","VEGA, ROBIN",7,7,4,11,6,0.354119,0.366801,2.813817,0.009737
"TRAVERS, MIKE","TRAVERS, MIKE",2,3,2,5,7,0.282924,0.290104,0,0.00037
"RYKER, MAJOR SIMON","RYKER, MAJOR SIMON",2,4,4,8,6,0.328468,0.336301,2163.615182,0.003893
