Id,Label,modularity_class,indegree,outdegree,degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality
FORD,FORD,4,4,10,14,6,0.347878,0.360045,28.230212,0.003032
"ROMAN, DR. NILES","ROMAN, DR. NILES",4,7,8,15,6,0.331846,0.341529,120.06629,0.010198
VOGEL,VOGEL,4,5,4,9,6,0.323109,0.332303,0,0.005328
"SEBASTIAN, MRS.","SEBASTIAN, MRS.",4,16,0,16,0,0,0,0,0.014002
QUEEN OF STAR SWORDS,QUEEN OF STAR SWORDS,4,9,7,16,6,0.327674,0.335921,0,0.009931
"SLOAN, JASON","SLOAN, JASON",7,13,11,24,6,0.350316,0.362852,49.786531,0.015016
"WHEELER, M'KONI MARY","WHEELER, M'KONI MARY",6,11,10,21,6,0.351487,0.363715,17.464919,0.003242
OMORO,OMORO,6,11,15,26,6,0.352564,0.365355,172.141472,0.006244
AKAFE,AKAFE,6,12,9,21,6,0.351467,0.363633,19.113014,0.00331
WHEELER,WHEELER,6,2,8,10,6,0.344888,0.355752,32.805745,0.002909
N'GAMO,N'GAMO,6,6,8,14,6,0.352116,0.364399,0,0.001892
"HENCKEL, MARIA","HENCKEL, MARIA",6,5,13,18,6,0.372754,0.38967,79.356313,0.001826
ZET,ZET,4,0,5,5,6,0.355292,0.368251,0,0
TYRUS KRILL,TYRUS KRILL,4,4,1,5,6,0.343103,0.353205,0,0.004551
JEXIA,JEXIA,4,3,2,5,6,0.343142,0.353315,0,0.004473
ULARA,ULARA,4,2,3,5,6,0.34318,0.353424,0,0.004397
BENGAL/,BENGAL/,1,41,32,73,6,0.368364,0.385582,1505.494716,0.037452
"SMERDILOVISC, VICTOR","SMERDILOVISC, VICTOR",0,13,14,27,6,0.354017,0.367082,20.554398,0.015016
ZINGH,ZINGH,0,13,11,24,6,0.353115,0.36577,17.992172,0.015016
"LU, MR.","LU, MR.",0,1,14,15,6,0.354243,0.367577,0,0.002195
"TRASK, DR. BOLIVAR","TRASK, DR. BOLIVAR",4,19,16,35,6,0.360994,0.375944,73.083766,0.033793
"FURMINTZ, HARMON","FURMINTZ, HARMON",4,29,13,42,6,0.341834,0.352287,96.023291,0.033655
SYPHONN,SYPHONN,8,8,7,15,6,0.32328,0.331532,0.114839,0.011609
WITCHFIRE,WITCHFIRE,8,69,63,132,6,0.411538,0.433615,2590.506427,0.113501
"DEAN, SUSAN","DEAN, SUSAN",8,19,24,43,6,0.372072,0.389662,86.411276,0.026799
"DEAN, DARBY","DEAN, DARBY",8,7,28,35,6,0.372231,0.390058,30.935187,0.013111
NEMESIS,NEMESIS,8,27,30,57,6,0.369636,0.38708,162.08369,0.032238
"HAGGERT, BOB","HAGGERT, BOB",3,10,23,33,6,0.357881,0.37226,29.1443,0.011198
MARAUDER II,MARAUDER II,8,0,1,1,6,0.327359,0.335383,0,0
"FALK, DR. JENNIE","FALK, DR. JENNIE",3,0,11,11,5,0.368446,0.384637,0,0
TAIFU/TOSHIO SASAKI,TAIFU/TOSHIO SASAKI,3,25,21,46,5,0.375948,0.39378,335.480028,0.060437
JAWBREAKER/,JAWBREAKER/,3,19,22,41,5,0.380712,0.399136,71.647855,0.046021
KUROKO/,KUROKO/,3,17,24,41,5,0.38572,0.404697,169.065164,0.034145
ASTRONOMER,ASTRONOMER,8,23,22,45,6,0.359696,0.374414,76.823468,0.032204
TRADER,TRADER,8,24,21,45,6,0.363989,0.379592,183.378389,0.028525
GOTH,GOTH,4,18,11,29,6,0.361873,0.376772,18.14841,0.035187
KILLIAN,KILLIAN,4,22,22,44,6,0.366659,0.383153,122.99316,0.038888
BROADSIDE,BROADSIDE,4,16,19,35,6,0.367321,0.383754,32.259734,0.026288
THUNDERBIRD III/NEAL,THUNDERBIRD III/NEAL,4,91,101,192,5,0.43363,0.455487,9102.740272,0.144462
BELDAME,BELDAME,4,20,18,38,6,0.363707,0.37951,49.925571,0.043511
HELIX II,HELIX II,2,22,10,32,6,0.358554,0.372649,365.837385,0.041657
RINGLET,RINGLET,2,20,12,32,6,0.36044,0.375122,388.16571,0.039922
TORQUE II,TORQUE II,4,7,7,14,6,0.352625,0.365893,0,0.012959
GYRE,GYRE,2,14,19,33,6,0.375855,0.393554,606.762474,0.025923
COIL,COIL,2,14,19,33,6,0.37353,0.390996,682.892839,0.022752
RAX,RAX,4,29,47,76,6,0.372413,0.391277,8212.306209,0.039916
ELYSIA,ELYSIA,4,21,13,34,6,0.345944,0.358119,35.226182,0.02856
ANTEUS,ANTEUS,4,23,23,46,6,0.362539,0.378453,84.71805,0.031057
DOMINA,DOMINA,4,38,45,83,6,0.364904,0.382511,2674.882302,0.050537
"SOLE, RANSOME","SOLE, RANSOME",4,20,20,40,6,0.368297,0.384943,222.047383,0.014385
"DELGADO, RUFUS","DELGADO, RUFUS",4,16,20,36,6,0.359039,0.374135,45.541103,0.018207
BIG CASINO/,BIG CASINO/,4,19,21,40,6,0.365999,0.382483,216.055665,0.015273
JUNCTION,JUNCTION,4,1,22,23,6,0.360888,0.376349,0,0.000257
SETH III,SETH III,4,18,6,24,6,0.341776,0.352285,9.619677,0.025053
HUNTER/JAEGER,HUNTER/JAEGER,4,21,7,28,6,0.35171,0.3648,15.230711,0.04087
KILMER,KILMER,4,19,22,41,6,0.362324,0.378166,69.243396,0.035106
SALVO,SALVO,4,22,12,34,6,0.350578,0.363653,72.777143,0.028446
TARTARUS,TARTARUS,4,5,19,24,6,0.352218,0.36618,2.146522,0.008543
WANDERER,WANDERER,4,15,13,28,6,0.35744,0.371758,11.590922,0.038031
SANGUINE,SANGUINE,4,15,11,26,6,0.357986,0.372332,5.759257,0.032498
TOL-NOK,TOL-NOK,2,11,0,11,0,0,0,0,0.009999
MASTON-DAR,MASTON-DAR,2,10,1,11,1,1,1,0,0.009894
THERNON,THERNON,2,9,2,11,1,1,1,0,0.00979
KRUSH,KRUSH,2,5,6,11,6,0.326254,0.334213,0,0.00583
TARNOK-KOL,TARNOK-KOL,2,3,8,11,6,0.327727,0.336143,0,0.003802
KITANG,KITANG,2,1,10,11,6,0.328433,0.337003,0,0.002135
LOCKHART,LOCKHART,7,8,0,8,0,0,0,0,0.01113
GRANDE DAME,GRANDE DAME,4,5,10,15,6,0.330301,0.340266,0.368477,0.003874
"DEVOOR, ALBERT","DEVOOR, ALBERT",2,2,9,11,6,0.366548,0.382123,0,0.007028
SABU,SABU,4,0,13,13,6,0.34103,0.351768,0,0
TWEEDLEDOPE,TWEEDLEDOPE,4,22,10,32,6,0.348833,0.361065,59.442641,0.021727
KIRKEGAARD,KIRKEGAARD,4,5,8,13,6,0.333662,0.343212,0,0.005483
HAUS,HAUS,4,3,10,13,6,0.336478,0.346486,0,0.003311
FEUER,FEUER,4,2,11,13,6,0.336515,0.346595,0,0.00324
RINGO KID,RINGO KID,3,15,17,32,5,0.383223,0.401623,18.756744,0.036815
"MILLER, JENETTE","MILLER, JENETTE",1,6,0,6,0,0,0,0,0.000511
DEATHRAVEN/JOSHUA RA,DEATHRAVEN/JOSHUA RA,1,5,5,10,6,0.317954,0.324796,63.888175,0.000451
"LANGTREE, GINA","LANGTREE, GINA",3,5,4,9,6,0.321457,0.328737,24.355995,0.001867
"TORK, LT.","TORK, LT.",7,20,13,33,6,0.359335,0.373851,8.277019,0.021739
"SNIDER, DET. LOU","SNIDER, DET. LOU",7,13,24,37,6,0.360888,0.376264,6.829902,0.015096
SAVAGE STEEL II/ARTH,SAVAGE STEEL II/ARTH,1,11,15,26,6,0.335257,0.344712,452.023042,0.020919
"MANDARIN, JAMES","MANDARIN, JAMES",6,5,14,19,6,0.346475,0.358228,24.107577,0.009651
DESOLATION/,DESOLATION/,4,8,0,8,0,0,0,0,0.016746
LAMENT/,LAMENT/,4,7,1,8,1,1,1,0,0.016611
REQUIEM/,REQUIEM/,4,6,2,8,1,1,1,0,0.016476
DIRGE/,DIRGE/,4,4,4,8,6,0.32166,0.330609,0,0.014178
REVENANT/,REVENANT/,4,0,17,17,6,0.357914,0.372321,0,0
"VOGE, TULLAMORE","VOGE, TULLAMORE",4,27,16,43,6,0.360333,0.375419,183.839331,0.03053
SKETCH/,SKETCH/,4,14,3,17,6,0.345474,0.35669,0,0.010522
"KURASOV, SIMYON BORI","KURASOV, SIMYON BORI",4,13,20,33,6,0.365582,0.381718,111.341099,0.011567
FARAHD,FARAHD,4,9,8,17,6,0.3565,0.370025,0,0.003784
CUDGEL/,CUDGEL/,4,6,11,17,6,0.356604,0.370326,0,0.003151
MANACLE/,MANACLE/,4,5,12,17,6,0.356646,0.370435,0,0.003079
GALADRIEL,GALADRIEL,4,1,16,17,6,0.357876,0.372219,0,0.000055
STAR HAMMER,STAR HAMMER,4,12,9,21,6,0.359357,0.373553,0,0.011427
GOROTH,GOROTH,4,8,13,21,6,0.359738,0.374264,0,0.00832
WEBWING,WEBWING,4,3,18,21,6,0.361401,0.376614,0,0.005134
"KONIEV, IRINI","KONIEV, IRINI",4,0,19,19,6,0.365576,0.381656,0,0
"KONIEV, MRS.","KONIEV, MRS.",4,19,0,19,0,0,0,0,0.032001
BLOODY BESS,BLOODY BESS,4,10,22,32,6,0.366394,0.382784,13.466254,0.019654
"KONIEV, DMITRI","KONIEV, DMITRI",4,6,13,19,6,0.362023,0.376977,0,0.01036
JARA,JARA,8,11,3,14,6,0.323383,0.331347,0,0.008282
STECK'EE,STECK'EE,8,13,11,24,6,0.32364,0.332194,5112.401991,0.007132
"LEEBRE, VEEDA","LEEBRE, VEEDA",8,8,7,15,6,0.325419,0.333937,0.70607,0.006891
"GRASSWIND, Z'OOFREY","GRASSWIND, Z'OOFREY",8,14,14,28,6,0.325627,0.334648,18247.128476,0.007555
"ARKANIAN, GLIB","ARKANIAN, GLIB",8,5,18,23,6,0.333552,0.343827,2389.281997,0.002761
GODSTALKER,GODSTALKER,8,4,15,19,6,0.336831,0.346844,167.997458,0.000793
SHYM'R,SHYM'R,8,9,1,10,7,0.24566,0.249353,0,0.001373
ZEY-ROGG,ZEY-ROGG,8,12,7,19,6,0.322204,0.329868,1720.850337,0.004434
BAV-TEK,BAV-TEK,8,6,4,10,7,0.250328,0.25447,0,0.001132
HAV-ROGG,HAV-ROGG,8,2,8,10,6,0.299132,0.307539,0,0.000189
"JELLA, PRIVATE","JELLA, PRIVATE",8,18,11,29,6,0.326342,0.334855,6385.841041,0.011964
"PHILLIPS, SIR GORDON","PHILLIPS, SIR GORDON",4,13,17,30,6,0.362733,0.378507,0,0.029431
"MACTAGGART, JOE","MACTAGGART, JOE",4,3,13,16,6,0.365385,0.38109,0,0.008283
VAVELLA,VAVELLA,8,6,2,8,6,0.287757,0.295923,0,0.000654
"LYTH'KA, COMMANDER","LYTH'KA, COMMANDER",8,4,4,8,6,0.299059,0.307184,0,0.000318
"MYLZOB'RYN, CHIEF","MYLZOB'RYN, CHIEF",8,1,7,8,6,0.299117,0.307458,0,0.000097
"PRIMO, ALEXIS","PRIMO, ALEXIS",7,7,3,10,6,0.32426,0.33168,416.981588,0.002349
PIRANHA II/,PIRANHA II/,7,1,4,5,6,0.324277,0.331762,0,0.000148
ADAM X,ADAM X,4,18,15,33,6,0.358406,0.372905,595.209886,0.035162
KLAER,KLAER,3,0,14,14,6,0.342254,0.353585,0,0
HAV-AK,HAV-AK,3,14,0,14,0,0,0,0,0.014019
HELKOOKY,HELKOOKY,3,7,7,14,6,0.333479,0.34266,0,0.006709
SMASHER,SMASHER,7,2,0,2,0,0,0,0,0.005208
LUNATIK/ARISEN TYRK,LUNATIK/ARISEN TYRK,6,25,23,48,6,0.381068,0.399175,345.34915,0.0465
MARISTA,MARISTA,2,9,1,10,6,0.323366,0.330418,0,0.012773
RYNDA,RYNDA,2,8,2,10,6,0.3234,0.330527,0,0.012657
AGON,AGON,2,3,7,10,6,0.327463,0.335801,0,0.006394
SPIRAL II/ESTELLE GE,SPIRAL II/ESTELLE GE,14,0,7,7,6,0.344613,0.35559,0,0
RAZORFIST IV/MARCO S,RAZORFIST IV/MARCO S,14,6,1,7,7,0.265647,0.271267,0,0.006412
"CARLTON, JAKE","CARLTON, JAKE",7,5,5,10,6,0.355502,0.36838,0,0.003704
"COFFY, DET.","COFFY, DET.",7,6,10,16,6,0.356562,0.370047,5.937616,0.004079
"CARLTON, LUCY","CARLTON, LUCY",7,2,8,10,6,0.355938,0.369118,0,0.001453
"WILLIAMS, NILES","WILLIAMS, NILES",7,1,9,10,6,0.35598,0.369227,0,0.001391
"ADAMS, CONGRESSMAN H","ADAMS, CONGRESSMAN H",7,7,3,10,6,0.352992,0.365311,0,0.008702
"HALL, MORGAN","HALL, MORGAN",7,8,8,16,6,0.356396,0.369719,1.700676,0.007799
MINISTER BLOOD,MINISTER BLOOD,3,20,26,46,6,0.368386,0.385353,59.767085,0.027928
REXEL TOIVEN,REXEL TOIVEN,2,17,0,17,0,0,0,0,0.014473
SMASHER II,SMASHER II,7,8,8,16,6,0.357043,0.370498,0.468748,0.014066
SHUMA-GORATH,SHUMA-GORATH,6,3,2,5,6,0.339173,0.348437,0,0.006527
HARGEN,HARGEN,14,42,27,69,6,0.367343,0.384055,727.224919,0.033042
ESON [CELESTIAL],ESON [CELESTIAL],14,57,55,112,6,0.398159,0.419643,3081.998115,0.083097
DRUIG,DRUIG,14,34,20,54,6,0.329462,0.339252,76.524722,0.023692
ZARIN,ZARIN,14,9,31,40,6,0.369457,0.386755,41.848542,0.006
HULK ROBOT,HULK ROBOT,1,20,27,47,5,0.378022,0.396125,1118.695776,0.037988
DROMEDAN,DROMEDAN,14,7,15,22,6,0.352258,0.365134,6139.285444,0.006007
SIGMAR,SIGMAR,14,6,10,16,6,0.329142,0.338591,1.213189,0.006412
GAARK,GAARK,14,0,14,14,6,0.3566,0.37024,0,0
EKAK,EKAK,14,7,7,14,6,0.355751,0.368757,0,0.003955
TAROOK,TAROOK,14,2,12,14,6,0.356188,0.369591,0,0.001711
"NASH, SABRINA","NASH, SABRINA",14,0,8,8,6,0.345198,0.356451,0,0
"NASH, JOHN JOHNNY TH","NASH, JOHN JOHNNY TH",14,4,4,8,6,0.34411,0.354889,0,0.002357
PROWLER III/RICK LAW,PROWLER III/RICK LAW,7,6,11,17,6,0.356208,0.369637,1.394298,0.004925
ANNALEE,ANNALEE,4,30,37,67,6,0.373576,0.391843,69.714917,0.037996
"ROTH, DR. GERALD","ROTH, DR. GERALD",10,4,9,13,6,0.35765,0.371236,0,0.010204
CHTYLOK,CHTYLOK,10,9,4,13,6,0.324398,0.330789,0,0.014731
"TOWNSEND, CHRIS","TOWNSEND, CHRIS",10,6,5,11,6,0.324415,0.330871,0,0.013096
MENTUS,MENTUS,0,11,6,17,6,0.315634,0.322608,0.702778,0.004076
STONECUTTER/UTAMA TO,STONECUTTER/UTAMA TO,3,25,27,52,5,0.403346,0.423498,188.573826,0.05659
EMBER,EMBER,3,24,18,42,5,0.377227,0.39516,955.748995,0.04571
"NUGENT, ALICE","NUGENT, ALICE",3,16,16,32,5,0.38045,0.398494,59.61734,0.046012
BLACK BRIGADE,BLACK BRIGADE,3,26,19,45,5,0.379433,0.397729,401.705455,0.040501
"TREMONT, JONATHAN","TREMONT, JONATHAN",3,34,38,72,5,0.391338,0.411721,243.718388,0.062525
LORD TEMPLAR/,LORD TEMPLAR/,3,32,23,55,5,0.38448,0.403591,112.777541,0.066211
PELIALI,PELIALI,3,10,8,18,5,0.363859,0.378988,49.062857,0.025693
"REVER, BRAD","REVER, BRAD",17,3,6,9,6,0.355627,0.368948,0.2,0.000259
"WEASON, SENATOR","WEASON, SENATOR",17,6,6,12,6,0.355627,0.368948,3573.2,0.005829
"DUNER, MAJOR","DUNER, MAJOR",17,6,5,11,6,0.355606,0.368866,3573,0.005829
"HAGER, GENERAL","HAGER, GENERAL",17,5,6,11,6,0.355627,0.368948,3573,0.005744
"REVER, DAN","REVER, DAN",17,5,5,10,6,0.355606,0.368866,0.2,0.000403
WARGOD/MORA HAGER,WARGOD/MORA HAGER,17,6,5,11,6,0.355606,0.368866,1531.2,0.005829
"RYANS, JIM","RYANS, JIM",2,1,1,2,6,0.319755,0.327103,0,0.000913
SURGEON GENERAL/ANGE,SURGEON GENERAL/ANGE,7,2,3,5,6,0.356,0.368959,0,0.004566
BUCKY VI/,BUCKY VI/,7,14,36,50,6,0.380926,0.399866,770.392796,0.010147
WORD II/,WORD II/,7,22,21,43,6,0.353197,0.366535,284.333761,0.015861
IZANAMI II,IZANAMI II,7,13,17,30,6,0.352666,0.365634,7.79695,0.008058
"VON STRUCKER, WERNER","VON STRUCKER, WERNER",7,22,30,52,6,0.360717,0.375985,484.87545,0.015959
"GEDDINGS, JUDITH GHO","GEDDINGS, JUDITH GHO",7,3,1,4,7,0.279899,0.287202,0,0.006377
PAVANE,PAVANE,0,6,1,7,7,0.256314,0.26061,0,0.001207
HARDCORE/,HARDCORE/,10,22,17,39,5,0.36646,0.382418,7124.556424,0.020013
"ANDREWS, DARYL TROOP","ANDREWS, DARYL TROOP",10,20,23,43,6,0.362475,0.377756,8573.344827,0.018517
"MEDINA, ANALISA MARI","MEDINA, ANALISA MARI",10,20,25,45,6,0.37004,0.386856,3422.368083,0.012398
"LUCAS, JAMES JR.","LUCAS, JAMES JR.",10,9,10,19,5,0.36349,0.37836,84.892393,0.009771
RAZORFIST ROBOT,RAZORFIST ROBOT,0,5,6,11,6,0.331467,0.339392,1.710582,0.000509
SHOCKWAVE ROBOT,SHOCKWAVE ROBOT,0,3,4,7,6,0.331179,0.338954,0,0.000333
"GRIMM, PETUNIA PENNY","GRIMM, PETUNIA PENNY",2,0,10,10,6,0.364571,0.379743,0,0
BOULDER/,BOULDER/,0,12,6,18,5,0.34766,0.360832,143.766394,0.006653
HAMMERHAND,HAMMERHAND,0,18,17,35,6,0.331666,0.341184,102.087828,0.008677
WATER WITCH/,WATER WITCH/,0,6,12,18,5,0.351588,0.364817,33.307429,0.002623
DIGGER II/,DIGGER II/,0,6,12,18,5,0.351588,0.364817,33.307429,0.002623
"BENJAMIN, BYRON","BENJAMIN, BYRON",0,12,16,28,6,0.350759,0.362702,142.910612,0.016367
RAINBOW,RAINBOW,0,8,14,22,6,0.32009,0.327444,15.742292,0.004772
JAVELIN/DARIN,JAVELIN/DARIN,0,14,7,21,6,0.319253,0.326176,12.984696,0.006612
HATCHET-9,HATCHET-9,4,3,3,6,6,0.345729,0.356859,0,0.008578
NETTLES,NETTLES,4,10,0,10,0,0,0,0,0.006892
CHAMBLISS,CHAMBLISS,4,8,2,10,7,0.287689,0.296241,0,0.005888
MUNSON,MUNSON,4,2,8,10,6,0.318386,0.327633,0,0.001452
"SMITH, HELEN BACK","SMITH, HELEN BACK",4,8,1,9,6,0.326132,0.333762,0,0.010646
"SMITH, ANDY","SMITH, ANDY",4,7,2,9,6,0.326167,0.333872,0,0.010539
REBO,REBO,4,6,3,9,6,0.326202,0.333981,0,0.010433
"WEALS, MELVIN J.","WEALS, MELVIN J.",4,4,5,9,6,0.327059,0.335211,0,0.009556
"SHAARA, MR.","SHAARA, MR.",4,11,0,11,0,0,0,0,0.019614
"SHAPANDER, KARIMA","SHAPANDER, KARIMA",4,6,5,11,6,0.351548,0.364155,0,0.009098
"SHAARA, MRS.","SHAARA, MRS.",4,2,9,11,6,0.356292,0.370006,0,0.003864
"SHAARA, SANJIT","SHAARA, SANJIT",4,1,10,11,6,0.356333,0.370115,0,0.003791
BLACK DEATH/DR. IVAN,BLACK DEATH/DR. IVAN,4,4,2,6,6,0.350961,0.362647,0,0.010111
PET,PET,4,10,1,11,7,0.236597,0.240012,0,0.004933
MOJO II,MOJO II,4,16,16,32,6,0.365253,0.38092,1485.558112,0.031994
KRAGAR,KRAGAR,4,10,5,15,6,0.309909,0.31762,6151.830961,0.004933
BRAHAMS,BRAHAMS,4,1,7,8,6,0.314803,0.322717,0,0.001648
"DRISCOLL, MAYOR","DRISCOLL, MAYOR",4,0,9,9,6,0.32542,0.333298,0,0
NIRA,NIRA,4,5,4,9,7,0.277101,0.284543,0,0.004121
"FLEET, JONAS","FLEET, JONAS",6,3,0,3,0,0,0,0,0.001144
WENDIGO IV/MICHAEL F,WENDIGO IV/MICHAEL F,6,2,1,3,1,1,1,0,0.001083
"FLEET, TAMARA","FLEET, TAMARA",6,1,2,3,1,1,1,0,0.001023
JESTER III,JESTER III,1,13,15,28,5,0.36462,0.380418,104.632104,0.016934
VOLKHVY,VOLKHVY,3,4,11,15,5,0.359568,0.374206,2.184949,0.00915
SUPREME COMMANDER,SUPREME COMMANDER,3,10,8,18,6,0.351365,0.364076,150.282632,0.015361
"RENKO, DR. IRENO","RENKO, DR. IRENO",3,9,9,18,6,0.351446,0.36424,2.634336,0.014755
DREAMGUARD/DEPUTY WI,DREAMGUARD/DEPUTY WI,3,6,4,10,5,0.350779,0.363816,36.803868,0.012023
"MUNDY, SHANE","MUNDY, SHANE",3,4,6,10,5,0.358091,0.372116,61.926738,0.00951
ORPHAN,ORPHAN,3,3,4,7,6,0.329284,0.337692,0,0.009409
BROKER,BROKER,3,10,4,14,5,0.355668,0.369014,0,0.015241
SKEWER,SKEWER,3,6,10,16,5,0.358175,0.372444,4.824264,0.012722
SKULLBUSTER,SKULLBUSTER,4,36,31,67,6,0.364816,0.38133,58.906205,0.05027
SUPER-ANDROID F-4,SUPER-ANDROID F-4,2,5,3,8,6,0.346239,0.356914,0.063895,0.012897
"WILSON, LOUIS","WILSON, LOUIS",7,18,21,39,6,0.373851,0.391316,54.563653,0.021208
RICOCHET RITA,RICOCHET RITA,4,19,20,39,6,0.364054,0.379519,209.512855,0.032637
"NORTH, RICKY","NORTH, RICKY",10,2,3,5,6,0.328681,0.338129,18.32527,0.004959
"RIESER, ROB","RIESER, ROB",6,6,3,9,7,0.285694,0.293481,0,0.007773
YAYAUHCO,YAYAUHCO,6,1,4,5,6,0.339645,0.349202,0,0.001023
LORD LEADER,LORD LEADER,6,4,5,9,6,0.326639,0.334771,0.530067,0.005474
ZOM,ZOM,6,7,6,13,6,0.340175,0.350036,2.675653,0.008025
"TAYLOR, JENNA","TAYLOR, JENNA",7,14,19,33,6,0.357965,0.372416,114.699952,0.02277
"WATSON, MADELINE","WATSON, MADELINE",7,16,11,27,6,0.36635,0.381907,17.39351,0.01766
"BROWN, FRANK","BROWN, FRANK",7,16,12,28,6,0.372481,0.389217,26.361494,0.019535
"BYRNES, TIM","BYRNES, TIM",7,5,21,26,6,0.376319,0.394163,16.23512,0.003012
HUNTSMAN,HUNTSMAN,14,16,13,29,6,0.365757,0.381634,40.138416,0.038377
"KILLDRAGON, HARMONY","KILLDRAGON, HARMONY",7,7,3,10,6,0.298751,0.30666,0,0.00539
RED RAVEN II,RED RAVEN II,2,9,24,33,6,0.380308,0.398765,79.443705,0.022424
SQUIRREL GIRL/,SQUIRREL GIRL/,2,1,1,2,5,0.344888,0.357359,0,0.002884
ROCKET RACER II/,ROCKET RACER II/,7,4,0,4,0,0,0,0,0.009015
KEEVER,KEEVER,7,1,3,4,6,0.356292,0.369268,0,0.000688
MASTERBLASTER/,MASTERBLASTER/,7,4,0,4,0,0,0,0,0.011367
POWERHOUSE II/,POWERHOUSE II/,7,2,2,4,6,0.343122,0.353287,0,0.007045
"BROOKS, ANNA","BROOKS, ANNA",7,5,7,12,6,0.368564,0.384484,36.475517,0.005451
"GOONER, MELVIN","GOONER, MELVIN",7,8,6,14,6,0.369412,0.38538,180.186492,0.016019
"THORPE, LUKE","THORPE, LUKE",7,3,6,9,6,0.368186,0.383965,17.359932,0.004802
STYX II,STYX II,8,0,4,4,6,0.334283,0.342814,0,0
RANDOM,RANDOM,3,15,18,33,6,0.375069,0.392594,6.681151,0.040664
UNCEGILA,UNCEGILA,4,0,1,1,6,0.346296,0.356981,0,0
VIGIL,VIGIL,2,0,1,1,6,0.345316,0.355885,0,0
VITCHEN,VITCHEN,6,8,7,15,6,0.341432,0.351689,3.549111,0.008898
NUGENT,NUGENT,6,4,9,13,6,0.342314,0.352864,2.644214,0.005323
BRUTUS KLOR,BRUTUS KLOR,6,0,16,16,6,0.341831,0.352721,0,0
SKARABROUS,SKARABROUS,6,16,0,16,0,0,0,0,0.00979
MOLGOTHA,MOLGOTHA,6,11,5,16,6,0.339834,0.349462,0,0.003869
SIFFROR,SIFFROR,6,10,6,16,6,0.339872,0.349571,0,0.003791
MALEVOLENCE,MALEVOLENCE,6,9,7,16,6,0.33991,0.34968,0,0.003714
PHEMOUS,PHEMOUS,6,8,8,16,6,0.339948,0.34979,0,0.003638
THOG,THOG,6,7,9,16,6,0.339986,0.349899,0,0.003563
VILIVEN,VILIVEN,6,3,13,16,6,0.341489,0.352099,0,0.0012
HEDRON,HEDRON,6,1,15,16,6,0.341794,0.352615,0,0.000055
GLEEG,GLEEG,6,6,1,7,7,0.288083,0.296687,0,0.006852
ALCHEMY/THOMAS JONES,ALCHEMY/THOMAS JONES,4,7,35,42,6,0.375531,0.39401,10.470715,0.015518
JESTER II,JESTER II,4,13,22,35,6,0.362066,0.377619,102.157769,0.02598
EXECUTIONER IV,EXECUTIONER IV,4,18,3,21,6,0.334687,0.343381,0.405531,0.022515
KNAVE,KNAVE,4,8,16,24,6,0.350296,0.363155,3.467246,0.013362
RED QUEEN,RED QUEEN,4,7,17,24,6,0.350316,0.363237,3.467246,0.013242
NECROM,NECROM,4,23,20,43,6,0.341776,0.35296,5.205792,0.019458
ANTI-PHOENIX,ANTI-PHOENIX,4,9,14,23,6,0.341069,0.351839,0,0.010039
"KLEIN, SHIRLEY","KLEIN, SHIRLEY",3,0,15,15,6,0.366763,0.382721,0,0
"KLEIN, STANLEY","KLEIN, STANLEY",3,12,4,16,6,0.361894,0.376354,1.668574,0.013225
"KEMEL, MEHMET","KEMEL, MEHMET",3,13,21,34,5,0.37683,0.394778,229.870836,0.015818
BRANSON,BRANSON,3,7,10,17,6,0.36375,0.378822,89.574675,0.011635
"GROVES, GEN. MCALLIS","GROVES, GEN. MCALLIS",3,3,9,12,6,0.363729,0.37874,0,0.003511
ALANYA,ALANYA,3,12,1,13,6,0.335202,0.344597,0,0.020934
"BUSIEK, KURT","BUSIEK, KURT",3,8,5,13,6,0.339248,0.349937,0,0.01819
"DAVID, PETER","DAVID, PETER",3,2,11,13,5,0.36198,0.377264,0,0.00559
WITHERS,WITHERS,3,14,2,16,6,0.319788,0.327248,0,0.037049
"ENGLEHART, STEVE","ENGLEHART, STEVE",14,6,9,15,6,0.346082,0.357455,67.281028,0.010493
HYENA/HENRY MORTONSO,HYENA/HENRY MORTONSO,10,9,8,17,6,0.368631,0.384697,31.731973,0.016082
SHARK/,SHARK/,10,4,7,11,6,0.361444,0.376135,0,0.007877
"DELAZNY, CHARLES L.","DELAZNY, CHARLES L.",6,11,5,16,6,0.343238,0.354263,6.161423,0.017717
MALICE II,MALICE II,6,0,4,4,6,0.320799,0.328995,0,0
CODY,CODY,0,5,10,15,6,0.344382,0.355733,8.846481,0.006429
LUDI,LUDI,6,6,1,7,5,0.344888,0.357359,0,0.01251
NINGAL,NINGAL,6,2,5,7,6,0.340688,0.350281,0.083333,0.000677
"EISMAN, BETTY","EISMAN, BETTY",7,3,0,3,0,0,0,0,0.005025
"RUIZ, DR. BERNARDO","RUIZ, DR. BERNARDO",7,1,2,3,6,0.336999,0.345614,0,0.001528
VIBRANIA/SHARA,VIBRANIA/SHARA,1,2,1,3,7,0.277278,0.284259,0,0.00274
KALMARI,KALMARI,3,0,2,2,6,0.33136,0.339732,0,0
CRIMSON DYNAMO/PROF.,CRIMSON DYNAMO/PROF.,3,1,6,7,5,0.35289,0.366276,0,0.001032
CRIMSON DYNAMO II/BO,CRIMSON DYNAMO II/BO,3,5,0,5,0,0,0,0,0.010241
